#;;;;;;;;;;;;;x
WARSUBSIDIES_DI;Oferta de subsídios de guerra;Offre d'indemnités de guerre;Angebot von Kriegssubventionen;;Oferta de subsidios de guerra;;;;;;;;x
CANCEL_WARSUBSIDIES_DI;Cancelação de subsidios de guerra;Annulation des indemnités de guerre;Einstellung von Kriegssubventionen;;Cancelación de subsidios de guerra;;;;;;;;x
ASKMILITARYACCESS_DI;Pedido de acesso militar;Demande d'accès militaire;Anfrage nach Militärzugang;;Solicitud de acceso militar;;;;;;;;x
CANCELASKMILITARYACCESS_DI;Cancelação de acesso militarCancellation of Military Access;Annulation d'un accès militaire;Einstellung von Militärzugang;;Cancelación de acceso militar;;;;;;;;x
GIVEMILITARYACCESS_DI;Oferta de acesso militar;Offre d'accès militaire;Angebot von Militärzugang;;Oferta de acceso militar;;;;;;;;x
CANCELGIVEMILITARYACCESS_DI;Cancelação de acesso militar;Annulation d'un accès militaire;Einstellung von Militärzugang;;Cancelación de acceso militar;;;;;;;;x
ALLIANCE_DI;Oferta de aliança;Offre d'alliance;Bündnisangebot;;Oferta de alianza;;;;;;;;x
CANCELALLIANCE_DI;Quebra de aliança;Alliance rompue;Bündnis gebrochen;;Alianza disuelta;;;;;;;;x
CALLALLY_DI;Chamar aliado;Faire appel à un allié;Bündnisparter zu Hilfe rufen;;Conseguir aliado;;;;;;;;x
DISCREDIT_DI;Desacreditar;Discréditer;In Verruf bringen;;Desprestigio;;;;;;;;x
EXPELADVISORS_DI;Expulsão de assessores;Expulsion de conseillers;Ausweisung von Beratern;;Expulsión de consejeros;;;;;;;;x
BANEMBASSY_DI;Proibição da embaixada;Fermeture d'ambassade;Botschaftsverbannung;;Cierre de embajada;;;;;;;;x
INCREASEOPINION_DI;Aumento de opinião;Opinion en hausse;Meinungssteigerung;;Mejora de opinión;;;;;;;;x
DECREASEOPINION_DI;Diminuição de opinião;Opinion en baisse;Meinungsverringerung;;Merma de opinión;;;;;;;;x
ADDTOSPHERE_DI;Adicionar a esfera;Ajouter à la sphère;Zu Einflusssphäre hinzufügen;;Añadir a la esfera;;;;;;;;x
REMOVEFROMSPHERE_DI;Remover da esfera;Retirer de la sphère;Aus Einflusssphäre entfernen;;Eliminar de la esfera;;;;;;;;x
INCREASERELATION_DI;Aumentar relação;Améliorer les relations;Beziehung verbessern;;Mejorar relación;;;;;;;;x
DECREASERELATION_DI;Diminuir relação;Détériorer les relations;Beziehung verschlechtern;;Empeorar relación;;;;;;;;x
GUNBOAT_DI;Diplomacia de canhoneira;Diplomatie de la canonnière;Kanonenbootdiplomatie;;Diplomacia de las cañoneras;;;;;;;;x
WAR_DI;Guerra;Guerre;Krieg;;Guerra;;;;;;;;x
WARGOAL_DI;Adição de objetivo militar;Ajout d'un objectif de guerre;Hinzufügen von Kriegszielen;;Adición de objetivo bélico;;;;;;;;x
PEACE_DI;Oferta de paz;Offre de paix;Friedensangebot;;Oferta de paz;;;;;;;;x
TOPBAR_LEADERSHIP_MAX;Você já alcançou o nível máximo de liderança, §Y$MAX$§W, e não será mais acumulado.\n;Vous avez déjà atteint le stockage maximum de §Y$MAX$§W de commandement et aucun nouveau commandement ne sera accumulé.\n;Sie haben bereits die maximale Anzahl von §Y$MAX$§W Anführerpunkten erreicht - Sie können keine weiteren aufsparen.\n;;Ya has alcanzado el nivel máximo de liderazgo, §Y$MAX$§W, y no se acumulará más.\n;;;;;;;;x
IS_MOBILIZED_IRO;(As reservas estão mobilizadas);(Les réserves sont mobilisées);(Reserven sind mobilisiert);;(Las reservas están movilizadas);;;;;;;;x
ADD_CRIME;Gain §Y$NAME$§W.\n;Obtention de §Y$NAME$§W.\n;Erhaltung von §Y$NAME$§W.\n;;Obtienes §Y$NAME$§W.\n;;;;;;;;x
TOPBAR_WAR_PLUS;E seus fantoches e domínios.\n;Et leurs puppets et dominions.\n;und ihre puppetnstaaten und Dominions.\n;;Y sus satélites y dominios.\n;;;;;;;;x
CANTBUILD_FORCEDISARM;Não podemos mais construir unidades militares, já que estamos com um tratado de paz que nos obriga o desarme.;Le traité de paix qui nous a contraints à nous désarmer ne nous permet pas de construire de nouvelles unités.;Wir können keine neuen Militäreinheiten bauen, da uns ein Friedensvertrag zur Abrüstung zwingt.;;No podemos construir nuevas unidades militares, ya que estamos sometidos a un tratado de paz que nos obliga al desarme.;;;;;;;;x
SOME_LIFE_NEEDS;Necessidades básicas parcialmente cheia;Besoins vitaux partiellement satisfaits;Grundbedürfnisse teilweise;;Necesidades básicas parcialmente cubiertas;;;;;;;;x
CB_ALLOWED_REPARATIONS;Reparações de guerra;Réparations de guerre;Kriegsreparationen;;Reparaciones de guerra;;;;;;;;;x
CB_ALLOWED_STATES;Sucessão de território;Sécession de territoire;Gebietsabspaltung;;Secesión de territorio;;;;;;;;;x
TRADE_DISABLED_AUTOMATE;O comércio desses produtos é automatizado. Desative a automação para alterar o ajuste;Le commerce de ce type de biens est automatisé. désactiver l'automatisation pour changer de paramètre;Der Handel dieses Gütertyps ist automatisiert. Deaktivieren Sie zur Einstellungsänderung die Automatisierung.;;El comercio de este tipo de mercancías está automatizado. Desactivar automatización para cambiar ajuste;;;;;;;;;x
AUTOMATE_TRADE_CHECK;Automatizar o comercio deste tipo de mercadoria;Automatiser le commerce pour ce type de biens;Automatisierung des Handels dieses Typs.;;Automatizar el comercio de este tipo de mercancías;;;;;;;;;x
TECHNOLOGYVIEW_RESEARCH_TOOLTIP;Estamos atualmente pesquisando §Y$TECH$§W.\nEm tempos de paz, o projeto deve ser completado em §Y$DATE$§W.;Nous effectuons actuellement des recherches dans le domaine suivant : §Y$TECH$§W.\nAu rythme actuel, le projet devrait être terminé le §Y$DATE$§W.;Wir erforschen derzeit §Y$TECH$§W.\nBei der momentanen Geschwindigkeit sollte das Projekt am §Y$DATE$§W abgeschlossen sein.;;Actualmente estamos investigando §Y$TECH$§W.\nEn tiempos de paz, el proyecto debería estar terminado para el §Y$DATE$§W.;;;;;;;;;x
INCREASERELATION_THEY_ACCEPT_4;Nossa relação foi melhorada em §G$CHANGE$§W para §Y$RELATION$§W.;Nos relations ont augmenté de §G$CHANGE$§W pour §Y$RELATION$§W.;Unsere Beziehung verbesserte sich um §G$CHANGE$§W auf §Y$RELATION$§W.;*;Nuestra relación ha mejorado en §R$CHANGE$§W hasta colocarse en §Y$RELATION$§W.;*;*;;;;;;;x
INCREASERELATION_WE_ACCEPT_4;Nossa relação foi melhorada em §G$CHANGE$§W para §Y$RELATION$§W.;Nos relations ont augmenté de §G$CHANGE$§W pour §Y$RELATION$§W.;Unsere Beziehung verbesserte sich um §G$CHANGE$§W auf §Y$RELATION$§W.;*;Nuestra relación ha mejorado en §R$CHANGE$§W hasta colocarse en §Y$RELATION$§W.;*;*;;;;;;;x
DECREASERELATION_WE_ACCEPT_5;Nossa relação foi alterada em §R$CHANGE$§W para §Y$RELATION$§W.;Nos relations ont évolué de §G$CHANGE$§W pour §Y$RELATION$§W.;Unsere Beziehung änderte sich um §G$CHANGE$§W auf §Y$RELATION$§W.;;Nuestra relación ha cambiado en §R$CHANGE$§W hasta colocarse en §Y$RELATION$§W.;;;;;;;;;x
DECREASERELATION_THEY_ACCEPT_6;Nossa relação foi alterada em §R$CHANGE$§W para §Y$RELATION$§W.;Nos relations ont évolué de §G$CHANGE$§W pour §Y$RELATION$§W.;Unsere Beziehung änderte sich um §G$CHANGE$§W auf §Y$RELATION$§W.;;Nuestra relación ha cambiado en §R$CHANGE$§W hasta colocarse en §Y$RELATION$§W.;;;;;;;;;x
TRI_1743;Tripoli;Tripoli;Tripoli;;Trípoli;;;;;;;;;x
NORMAL_WAR_CONCESSION_NAME;$ORDER$ Guerra da concessão de $STATE$;$ORDER$ Guerre de concession de $STATE$;$ORDER$ Konzessionskrieg gegen $STATE$;;$ORDER$ Guerra de la Concesión de $STATE$;;;;;;;;;x
AGRESSION_WAR_CONCESSION_NAME;$ORDER$ Guerra da concessão de $STATE$;$ORDER$ Guerre de concession de $STATE$;$ORDER$ Konzessionskrieg gegen $STATE$;;$ORDER$ Guerra de la Concesión de $STATE$;;;;;;;;;x
demand_concession_casus_belli;Exigir concessão;Demande de concession;Zugeständnisse verlangen;;Exigir concesión;;;;;;;;;x
demand_concession_casus_belli_desc;Forçar um §YPaís não civilizado§W a ceder território para formar uma concessão colonial.;Obligez un §Ypays non civilisé§W à faire sécession d'un territoire pour former une concession coloniale.;Zwingen Sie ein §Yunzivilisiertes Land§W, Gebiete zur Gründung einer Kolonie abzuspalten.;;Obliga a un §Ypaís incivilizado§W a escindir territorio para formar una concesión colonial.;;;;;;;;;x
demand_concession_casus_belli_setup;Exigir que $RECIPIENT$ ceda um território para formar uma concessão colonial.;Demandez à ce que $RECIPIENT$ fasse sécession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Gründung einer Kolonie abspaltet.;;Exigir que $RECIPIENT$ escinda territorio para formar una concesión colonial.;;;;;;;;;x
demand_concession_casus_belli_short;Exigir $STATE$;Demander $STATE$;Fordern Sie $STATE$;;Exigir $STATE$;;;;;;;;;x
NORMAL_WAR_PROTECTORATE_NAME;$ORDER$ $FIRST$ aquisição de $SECOND_COUNTRY$;$ORDER$ $FIRST$ acquisition de $SECOND_COUNTRY$;$ORDER$$FIRST$e Übernahme von $SECOND_COUNTRY$;;$ORDER$ Adquisición de $SECOND_COUNTRY$ $FIRST$ ;;;;;;;;;x
AGRESSION_WAR_PROTECTORATE_NAME;$ORDER$ $FIRST$ aquisição de $SECOND_COUNTRY$;$ORDER$ $FIRST$ acquisition de $SECOND_COUNTRY$;$ORDER$$FIRST$e Übernahme von $SECOND_COUNTRY$;;$ORDER$ Adquisición de $SECOND_COUNTRY$ $FIRST$ ;;;;;;;;;x
establish_protectorate_casus_belli;Estabelecer protetorado;Établir un protectorat;Protektorat gründen;;Establecer protectorado;;;;;;;;;x
establish_protectorate_casus_belli_desc;Anexar um §YPaís não civilizado§W, obrigando eles a se tornar um protetorado nosso.;Annexez un §Ypays non civilisé§W en l'obligeant à devenir l'un de nos protectorats.;Annektieren Sie ein §Yunzivilisiertes Land§W, indem Sie es zwingen, eines Ihrer Protektorate zu werden.;;Anexiona un §Ypaís incivilizado§W, obligándolo a convertirse en protectorado nuestro.;;;;;;;;;x
establish_protectorate_casus_belli_setup;Anexar $RECIPIENT$ estabelecendo um protetorado sobre eles.;Annexez $RECIPIENT$ en établissant un protectorat.;Annektieren Sie $RECIPIENT$ durch die Gründung eines Protektorats.;;Anexionar $RECIPIENT$ estableciendo un protectorado sobre ellos.;;;;;;;;;x
establish_protectorate_casus_belli_short;Anexar $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;Anexionar $RECIPIENT$;;;;;;;;;x
NORMAL_WAR_UNIFICATION_NAME;$ORDER$ $FIRST$ Liberação de $STATE$;$ORDER$$FIRST$ libération de $STATE$;$ORDER$$FIRST$e Befreiung von $STATE$;;$ORDER$ Liberación $FIRST$ de $STATE$;;;;;;;;;x
AGRESSION_WAR_UNIFICATION_NAME;$ORDER$ $FIRST$ Liberação de $STATE$;$ORDER$$FIRST$ libération de $STATE$;$ORDER$$FIRST$e Befreiung von $STATE$;;$ORDER$ Liberación $FIRST$ de $STATE$;;;;;;;;;x
unification_casus_belli;Guerra de unificação;Guerre d'unification;Vereinigungskrieg;;Guerra de unificación;;;;;;;;;x
unification_casus_belli_desc;Libera território fundamental da nossa §YUnião Cultural§W;Libérer un territoire clé de notre §Yunion culturelle§W;Befreien Sie das Kerngebiet unserer §YKulturunion§W;;Libera territorio fundamental de nuestra §Yunión cultural§W;;;;;;;;;x
unification_casus_belli_setup;Libera território fundamental da nossa §YUnião Cultural§W.;Libérez un territoire clé de notre §Yunion culturelle§W.;Befreien Sie das Kerngebiet unserer §YKulturunion§W;;Liberar territorio fundamental de nuestra §Yunión cultural§W;;;;;;;;;x
unification_casus_belli_short;Liberar $STATE$ ;Libérer $STATE$ ;Befreien Sie $STATE$;;Liberar $STATE$ ;;;;;;;;;x
POP_PROMOTE_INFO_ON_SEL;$VAL$ assinaram para ser $WHO$ em $WHERE$ recentemente.;Aujourd'hui, $VAL$ ont signé pour être $WHO$ à $WHERE$.;$VAL$ haben sich heute in $WHERE$ angemeldet, um $WHO$ zu werden.;;$VAL$ ha(n) firmado hoy para ser $WHO$ en $WHERE$.;;;;;;;;;x
POP_LEAVE_INFO_ON_SEL;$VAL$ deixou de ser $WHO$ em $WHERE$ recentemente.;Aujourd'hui, $VAL$ ont cessé d'être $WHO$ à $WHERE$.;$VAL$ haben heute in $WHERE$ aufgehört, $WHO$ zu sein.;;$VAL$ ha(n) dejado hoy de ser $WHO$ en $WHERE$.;;;;;;;;;x
DOMINION;Domínio;Dominion;Dominion;;Dominio;;;;;;;;;x
SATELLITE;Fantoche;Puppet;Satellitenstaat;;Satélite;;;;;;;;;x
DOMINION_OF_NOCOLOR;Domínio de;Dominion de;Dominion von;;Dominio de;;;;;;;;;x
SATELLITE_OF_NOCOLOR;Fantoche de;Puppet de;Satellitenstaat von;;Satélite de;;;;;;;;;x
DIPLOMACY_CANNOT_SET_PRIO_MYVASSAL;Eles são um §Y$TYPE$§W nosso e eles sempre estão na nossa §YEsfera de influencia§W;Ils constituent l'un de nos §Y$TYPE$§W et sont toujours dans notre §Ysphère d'influence§W;Sie sind ein §Y$TYPE$§W und gehören daher auf immer zu unserer §YEinflusssphäre§W;;Son un §Y$TYPE$§W nuestro y siempre están en nuestra §Yesfera de influencia§W;;;;;;;;;x
DIPLOMACY_TRUCE_WITH;Trégua com:;Trêve avec :;Waffenruhe:;;Tregua con:;;;;;;;;;x
DIPLOMACY_CASUSBELLIS;Casus bellis:;Casus bellis :;Kriegsgründe:;;Casus belli:;;;;;;;;;x
tut_1c_9;Como dito antes, se uma população com soldados anexados se rebelar, as brigadas se rebelarão com eles. Se a brigada tiver um ícone de facção junto com o ícone da população, isso significa que sua população é membro de uma facção. Isso é muito perigoso. Uma maneira de consultar o estado dessa população e os seus problemas é clicando no ícone de população na visualização da unidade para abrir a janela de visualização de população. Por agora, só clique no 'Próximo' para continuar.;Comme mentionné précédemment, si un POP auquel sont liés des soldats se rebelle, les brigades se rebelleront également. Si l'icône de population d'une brigade est accompagnée d'une icône de faction rebelle, cela indique que son POP est membre d'une faction. C'est très dangereux. Pour consulter le statut de ce POP et connaître ses revendications, cliquez sur l'icône du groupe dans la vue Unité afin d'ouvrir la vue Population. Pour le moment, cliquez sur Suivant pour continuer.;Wie bereits gesagt: Sollte eine mit Soldaten verbundene Bev rebellieren, so gilt dies auch für die mit ihr verbundenen Brigaden. Wenn sich neben dem Bevölkerungssymbol einer Brigade ein Rebellenfraktionssymbol befindet, bedeutet dies, dass ihre Bev eine Rebellenfraktion angehört. Dies ist äußerst gefährlich. Den Status dieser Bev und ihre Probleme können Sie durch Anklicken des Bev-Symbols im Einheitenbildschirm überprüfen, worauf der Bevölkerungsbildschirm aufgerufen wird. Klicken Sie nun zum Fortfahren auf Weiter.;;Como ya hemos dicho, si una población con soldados adscritos se rebelara, las brigadas se rebelarán con ella. Si una brigada tiene un icono de facción junto a su icono de población, significa que su POB es miembro de una facción. Esto es muy grave. Una manera de consultar el estado de dicha población y sus asuntos es hacer clic en el icono de POB, en la vista de unidad, para abrir la vista de población. De momento, haz clic en Siguiente para continuar.;;;;;;;;;x
REMOVEFROMSPHERE_DESC;Remove a nação da esfera de influencia de uma outra §YGrande Potência§W.;Supprime une nation de la sphère d'influence d'une autre §Ygrande puissance§W.;Entfernt Nation aus der Einflusssphäre einer anderen §YGroßmacht§W.;;Saca a una nación de la esfera de influencia de otra §YGran potencia§W.;;;;;;;;;x
BUDGET_VIEW_CRIME_FIGHT;Efeito de luta contra o crime:;Effet de lutte contre le crime :;Verbrechensbekämpfungseffekt:;;Efecto de lucha contra el crimen:;;;;;;;;;x
POP_CURRENT_PROD;Produção atual:;Production actuelle :;Aktuelle Produktion:;;Producción actual:;;;;;;;;;x
ALREADY_ASSIMILATED;Cultura principal ou aceitada;Culture principale ou acceptée;Primärkultur oder akzeptierte Kultur;;Cultura principal o aceptada;;;;;;;;;x
TCP_SERVER_LOST;Conexão com o servidor foi perdida enquanto estava transferindo o save!;Connexion avec le serveur perdue lors de la sauvegarde !;Serververbindung während Übertragung von gespeichertem Spielstand unterbrochen!;;¡Se ha perdido el contacto con el servidor mientras se transfería el guardado!;;;;;;;;;x
tut_7b_6;Os preços são modificados globalmente a cada dia no mercado mundial como uma função de oferta e de demanda. Esteja alerta para mudanças nos preços das mercadorias que lhe interessam. A demanda de armas pequenas está crescendo, talvez devamos construir uma nova fabrica. A flecha indica que o preço está subindo (Verde), que se mantém estável (Amarelo), ou que está falindo (Vermelho). Clique 'Próximo' para continuar.;Tous les jours sur le marché mondial, les prix sont fixés de manière globale selon la loi de l'offre et de la demande. L'offre et la demande actuelles permettent de fixer un prix cible duquel le prix réel se rapprochera progressivement. Vous devez surveiller l'évolution des prix des marchandises que vous souhaitez acquérir. Le prix des armes légères grimpe ? Alors, il est peut-être temps de construire une nouvelle usine. La flèche située près du prix indique s'il monte (vert), s'il est stable (jaune) ou s'il baisse (rouge). Cliquez sur Suivant pour continuer.;Die Weltmarktpreise werden täglich basierend auf Angebot und Nachfrage ermittelt. Die aktuelle Angebot und Nachfrage-Situation stellt einen Zielpreis ein, dem sich der tatsächliche Preis allmählich annähert. Aus diesem Grund sollten Sie die Preisentwicklung von Gütern im Auge behalten, die für Sie wichtig sind. Ziehen die Preise für Handfeuerwaffen an? Ist es vielleicht an der Zeit, eine neue Fabrik zu bauen? Der Pfeil neben dem Preis zeigt an, ob er steigt (grün), gleich bleibt (gelb) oder fällt (rot). Klicken Sie zum Fortfahren auf Weiter.;;Los precios se fijan globalmente cada día en el mercado mundial en función de la oferta y la demanda. Esto fija un precio objetivo al que el precio en curso se irá acercando de forma progresiva. Debes estar atento a la evolución de los precios de las mercancías que te interesan. ¿Suben las armas ligeras? Tal vez debamos construir una nueva fábrica. La flecha indica si los precios están subiendo (verde), se mantienen estables (amarillo) o están descendiendo (rojo). Haz clic en 'Siguiente'.;;;;;;;;;x
tut_7b_8;A imagem abaixo ilustra o mercado mundial para o comboio de clippers. Os ícones abaixo indica se está comprando ou vendendo a mercadoria, e se o comercio está configurado para ser controlado por IA ou não. O governo (O jogador ou a AI) pode comprar e vender no mercado de duas maneiras, pode ser fazendo ordens de compra e venda ou por transações automáticas geradas pelo o jogo. Clique no ícone de comboio de Clippers para ver a transação automática.;L'illustration ci-dessous représente l'entrée sur le marché mondial des convois de clippers. Les icônes du bas indiquent si nous vendons ou achetons des marchandises et si le commerce est défini sur l'automatisation IA ou non. Le gouvernement (le joueur ou l'IA) peut acheter et vendre sur le marché de deux façons : en passant des commandes ou en générant des transactions automatiques via d'autres actions du jeu. Cliquez sur l'icône des convois de clippers pour assister à une transaction automatique.;Das unten stehende Bild zeigt den Weltmarkteintrag für Klipper-Konvois. Die Symbole in der untersten Leiste zeigen an, ob wir das betreffende Handelsgut derzeit verkaufen oder kaufen, und ob der Handel derzeit auf KI-Automatisierung eingestellt ist oder nicht. Die Regierung (der Spieler oder die KI) kann auf dem Markt auf zweierlei Art kaufen und verkaufen: Entweder durch Erteilung von Handelsaufträgen oder durch automatische Handelsgeschäfte, die durch andere Spielaktionen erzeugt werden. Klicken Sie nun auf das Klipper-Konvoi-Symbol, um sich ein automatisiertes Handelsgeschäft anzusehen.;;La imagen muestra la entrada del mercado mundial para convoy de clíperes. Los iconos indican si actualmente estamos comprando o vendiendo la mercancía, y si el comercio está bajo control de la IA o no. El gobierno (jugador o IA) puede comprar y vender de dos maneras, ya sea emitiendo órdenes de compra y venta o por transacciones automáticas generadas a través de otras acciones del juego. Haz clic en el icono de Convoy de clíperes para ver una transacción automática.;;;;;;;;;x
DIPLO_CALL_ALLIES;Chamar aliados;Appeler les alliés;Bündnisparter zu Hilfe rufen;;Conseguir aliados;;;;;;;;;x
RULE_OPEN_FACTORY;Abrir/Fechar fabrica;Ouvrir/Fermer une usine;Fabrik öffnen/schließen;;Abrir/cerrar fábrica;;;;;;;;;x
PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_TOOLTIP;§RNÃO§W podemos destruir essa fabrica porque:\n;Nous ne sommes §RPAS§W autorisés à agrandir cette usine car :\n;Wir können diese Fabrik aus folgenden Gründen §RNICHT§W ausbauen:\n;;§RNO§W podemos destruir esta fábrica porque:\n;;;;;;;;;x
BE_ANNEXED;Anexado;Annexée;Annektiert;;Anexionada;;;;;;;;;x
PW_COLONY_NO_STATE;Precisamos de pelo menos §Y$NUM$§W% da população precisa ser burocrata de uma cultura aceitada para poder converter esse estado colonial em um estado completamente nacional. A proporção atual é §Y$CURR$§W%;Au moins §Y$NUM$§W% de la population d'une culture acceptée doit être composée de bureaucrates pour convertir cette possession coloniale en État national à part entière. La proportion actuelle est de §Y$CURR$§W%.;Mindestens §Y$NUM$§W% der Bevölkerung müssen Bürokraten einer akzeptierten Kultur sein, damit wir diesen Kolonialbesitz zu einem vollwertigen Nationalstaat machen können. Aktuelle Rate ist §Y$CURR$§W%;;Al menos un §Y$NUM$§W% de la población debe estar formado por burócratas de una cultura aceptada para poder convertir esta posesión colonial en un estado nacional completo. La proporción actual es de un §Y$CURR$§W%;;;;;;;;;x
REMOVE_PW_COLONY_NO_STATE;Precisamos de pelo menos §Y$NUM$§W% da população precisa ser burocrata de uma cultura aceitada para poder converter esse estado colonial em um estado completamente nacional. A proporção atual é §Y$CURR$§W%;Au moins §Y$NUM$§W% de la population d'une culture acceptée doit être composée de bureaucrates. La proportion actuelle est de §Y$CURR$§W%.;Mindestens §Y$NUM$§W% der Bevölkerung müssen Bürokraten einer akzeptierten Kultur sein. Aktuelle Rate ist §Y$CURR$§W%;;Al menos un §Y$NUM$§W% de la población tienen que ser burócratas de una cultura aceptada. La proporción actual es de un §Y$CURR$§W%;;;;;;;;;x
BAD_SAVE;Error: Salvamento defeituoso.;Erreur : mauvaise sauvegarde;Fehler: Gespeicherter Spielstand schadhaft.;;Error: guardado defectuoso.;;;;;;;;;x
tut_4c_12b;Vamos continuar o exército.;Passons à l'armée.;Lassen Sie uns nun mit der Armee fortfahren.;;Pasemos a Ejército;;;;;;;;;x
USA_reactionary;Democratas do Sul;Démocrates du sud;Südliche Demokraten;;Demócratas sureños;;;;;;;;;x
MILITARY_DIG_IN_CAP;Limite de entrincheiramento;Capacité à se retrancher;Eingrabungs-Limit;;Límite de atrincheramiento;;;;;;;;;x
MILITARY_MILITARY_TACTICS;Táticas militares;Tactiques militaires;Militärtaktik;;Tácticas militares;;;;;;;;;x
COUNTRYALERT_NO_CanDoDecisions;Nao há decisões que, atualmente, exigem a nossa atenção.;Actuellement, aucune décision ne nécessite notre attention.;Derzeit gibt es keine Entscheidungen, die unserer Aufmerksamkeit bedürfen.;;No hay decisiones que reclamen nuestra atención en estos momentos.;;;;;;;;;x
POP_OTHER_LABEL;Outro;Autres;Andere;;Otra;;;;;;;;;x
annex_hawaii_title;A Resolução Newlands;Résolution Newlands;Die Newlands Resolution;;La resolución Newlands;;;;;;;;;x
annex_hawaii_desc;A Resolução de Newlands foi uma resolução conjunta com o congresso dos E.U.A. Aprovada em 1898 e batizado pelo o congressista Francis G. Newlands, que permitiu que os Estados Unidos anexassem a República do Havaí, assim criando o território do Havaí.;La résolution Newlands était une résolution commune du Congrès américain passée en 1898, du nom du congressiste Francis G. Newlands, qui annexa la République de Hawaï aux États-Unis, créant ainsi le Territoire de Hawaï.;Die Newlands Resolution war ein gemeinschaftlicher Beschluss des amerikanischen Kongresses und wurde im Jahr 1898 verabschiedet. Benannt wurde er nach dem Kongressabgeordneten Francis G. Newlands, der die Republik Hawaii für die USA annektierte und dadurch den Bundesstaat Hawaii schuf.;;La resolución Newlands fue una resolución conjunta del congreso de los EE. UU. aprobada en 1898, y bautizada así por el congresista Francis G. Newlands, por la que la República de Hawai quedaba anexionada a los Estados Unidos y se creaba el territorio de Hawai.;;;;;;;;;x
ionian_islands_question_title;Tratado de Londres (1864);Traité de Londres (1864);Das Londoner Protokoll (1864);;Tratado de Londres (1864);;;;;;;;;x
ionian_islands_question_desc;As Ilhas Ionianas haviam sido um protetorado do Reino Unido desde os finais das guerras Napoleônicas. Em 1862 foi decidido que o protetorado era muito caro de manter e as ilhas foram, depois de dois anos de negociação, cedidas para a Grécia;Les Îles Ioniennes furent placées sous protectorat britannique et ce, depuis la fin des guerres napoléoniennes. En 1862, ce protectorat fut jugé trop onéreux à conserver et les îles furent, au terme de deux ans de négociations, rattachées à la Grèce.;Die ionischen Inseln waren seit dem Ende der napoleonischen Kriege ein Protektorat Großbritanniens gewesen. Im Jahr 1862 betrachtete man die Aufrechterhaltung dieses Protektorats als zu teuer, und nach zweijährigen Verhandlungen wurden die Inseln an Griechenland abgetreten.;;Las islas Jónicas habían sido un protectorado amigo del Reino Unido desde el final de las Guerras Napoleónicas. En 1862 se decidió que el protectorado resultaba demasiado caro de mantener y las islas fueron, tras dos años de negociación, escindidas a Grecia.;;;;;;;;;x
WARSUBSIDIES_DESC;Oferecer §Y$MONEY$§W¤ a cada dia para ajudar essa nação;Offrir §Y$MONEY$§W¤ chaque jour pour aider cette nation;Bieten Sie zur Unterstützung dieser Nation täglich §Y$MONEY$§W¤ an.;;Ofrecer §Y$MONEY$§W¤ cada día para ayudar a esta nación;;;;;;;;;x
release_puppet;Desvincular fantoche;Libérer un État fantoche;Marionettenstaat entlassen;;Desvincular títere;;;;;;;;;x
release_puppet_short;$THIRD$ está desvinculado;$THIRD$ est libéré;$THIRD$ wurde entlassen;;$THIRD$ ha quedado desvinculada;;;;;;;;;x
release_puppet_setup;Desvincular $THIRD$ de $RECIPIENT$;Libérer $THIRD$ de $RECIPIENT$;Entlassen Sie $THIRD$ aus $RECIPIENT$;;Desvincular $THIRD$ de $RECIPIENT$;;;;;;;;;x
release_puppet_desc;Desvincular um §YPaís§W de sua nação soberana;Libérer un §Ypays§W de sa nation souveraine;Entlassen Sie ein §YLand§W von seinem Herrenland.;;Desvincula a un §Ypaís§W de su nación soberana;;;;;;;;;x
IS_NOT_OUR_VASSAL; NÃO é nosso fantoche; n'est PAS notre État fantoche;ist NICHT unser Marionettenstaat;; NO es títere nuestro;;;;;;;;;x
IS_OUR_VASSAL; é o nosso fantoche; est notre État fantoche;ist unser Marionettenstaat;; es nuestro títere;;;;;;;;;x
COUNTRYALERT_HaveOrganizingRebels;Facções rebeldes estão se organizando em nosso país!;Les factions rebelles s'organisent dans notre pays !;In unserem Land organisieren sich Rebellenfraktionen!;;¡Se están organizando facciones rebeldes en nuestro país!;;;;;;;;;x
TOTAL_REBEL_POP;Membros da facção rebelde;Membres de la faction rebelle;Rebellenfraktionsmitglieder;;Miembros de facción rebelde;;;;;;;;;x
PROV2918;Golfo do Benim;Golfe du Bénin;Bucht von Benin;;Ensenada de Benín;;;;;;;;;x
PROV2921;Costa da Guiné;Côte de Guinée;Küste von Guinea;;Costa de Guinea;;;;;;;;;x
PROV2922;Costa da Senegâmbia;Côte de Sénégambie;Küste von Senegambia;;Costa de Senegambia;;;;;;;;;x
NUMBER_OF_EMIREES;§Y$NUM$§W emigraram do nosso país nesse mês;§Y$NUM$§W ont quitté notre nation à destination d'autres pays ce mois-ci.;§Y$NUM$§W haben unsere Nation diesen Monat in andere Länder verlassen.;;§Y$NUM$§W personas han abandonado este mes nuestro país para emigrar a otros;;;;;;;;;x
