#;;;;;;;;;;;;;;x
REMOVE_DIPLOMACY_WARDIALOG_NUM_ALLIES;§Y$COUNTRY$§W tem §Y$NUM$§W aliados;§Y$COUNTRY$§W a §Y$NUM$§W alliés;§Y$COUNTRY$§W hat §Y$NUM$§W Verbündete.;;§Y$COUNTRY$§W tiene §Y$NUM$§W aliados;;;;;;;;;x
DIPLOMACY_WAR_HASTRUCE;§RNós temos uma trégua com §Y$COUNTRY$§R até §Y$DATE$§R. Declarar guerra com eles irá causar uma perda significante no nosso prestigio internacional;§RNous observons une trêve avec §Y$COUNTRY$§R jusqu'à la date suivante : §Y$DATE$§R. Si nous déclarons la guerre à ce pays, notre prestige international en pâtira.;§RWir haben Waffenruhe mit §Y$COUNTRY$§R bis §Y$DATE$§R. Würden wir ihnen den Krieg erklären, wäre dies ein schwerer Schlag für unser internationales Prestige.;;§RTenemos una tregua con §Y$COUNTRY$§R hasta el §Y$DATE$§R. Declararle la guerra tendrá un efecto considerable sobre nuestro prestigio internacional.;;;;;;;;;x
REMOVE_DIPLOMACY_DAILYINFLULENCE_GAIN;Ganhamos uma influencia de §Y$NUM$§W em §Y$COUNTRY$§W each day;Nous gagnons quotidiennement §Y$NUM$§W points d'influence en §Y$COUNTRY$§W.;Wir erhalten in §Y$COUNTRY$§W täglich §Y$NUM$§W Einfluss.;;Obtenemos una influencia de §Y$NUM$§W en §Y$COUNTRY$§W cada día;;;;;;;;;x
tutorial_chapter_budget_victoria;Fim do tutorial de orçamento intermediario;Fin du didacticiel intermédiaire sur le budget;Ende des Haushalts-Mitteltutorials.;;Fin del tutorial de presupuesto intermediario;;;;;;;;;x
NO_RELEASEABLE_NATIONS;Não temos nações que podemos conceder soberania;Nous n'avons aucune nation à laquelle accorder la souveraineté.;Wir haben keine Nationen, denen wir Souveränität gewähren könnten.;;No tenemos naciones a las que podamos conceder la soberanía;;;;;;;;;x
DIPLOMACY_CALL_ALLIES_NOT_LEADER;Nós não somos um líder desta guerra e não podemos chamar os nossos aliados para ela;N'étant pas leader de cette guerre, nous ne pouvons pas faire appel à nos alliés.;Wir sind nicht Anführer dieses Kriegs und können daher unsere Verbündeten nicht zur Intervention auffordern.;;No somos líderes en esta guerra y no podemos involucrar a nuestros aliados en ella;;;;;;;;;x
LEDGER_NEXT;Próximo;Suivant;Weiter;;Siguiente;;;;;;;;;x
LEDGER_PREV;Anterior;Précédent;Zurück;;Anterior;;;;;;;;;x
MEC_544;Schleswig-Holstein;Slesvig-Holstein;Schleswig-Holstein;;Schleswig-Holstein;;;;;;;;;x
COUNTRYALERT_CanIncreaseOpinion;Nós podemos §YAumentar a opinião§W da nossa nação ou adicionar nações para a nossa §YEsfera de influencia§W:;Nous pouvons §Yaméliorer l'opinion§W de notre nation ou ajouter des nations à notre §Ysphère d'influence§W :;Wir können eine §YMeinungssteigerung§W über unsere Nation erwirken oder Nationen unserer §YEinflusssphäre§W hinzufügen:;;Podemos §YMejorar la opinión§W de nuestra nación o añadir naciones a nuestra §YEsfera de influencia§W:;;;;;;;;;x
COUNTRYALERT_NO_CanIncreaseOpinion;Não podemos melhorar a opinião da nossa nação ou adicionar nações para a nossa §YEsfera de influencia§W;Nous ne pouvons pas améliorer l'opinion de notre nation ou ajouter des nations à notre §Ysphère d'influence§W.;Wir können die Meinung über unsere Nation nicht steigern oder Nationen unserer §YEinflusssphäre§W hinzufügen:;;No podemos mejorar la opinión de nuestra nación o añadir naciones a nuestra §YEsfera de influencia§W;;;;;;;;;x
COLONY_SUCCESS_LOG;Conseguimos colonizar $TARGET$.;Nous avons réussi à coloniser $TARGET$.;Wir haben $TARGET$ erfolgreich kolonisiert.;;Hemos conseguido colonizar $TARGET$.;;;;;;;;;x
COLONY_FAIL_LOG;$OTHER$ conseguiu colonizar $TARGET$.;$OTHER$ a réussi à coloniser $TARGET$ avant nous.;$OTHER$ hat es geschafft, $TARGET$ vor uns zu kolonisieren.;;$OTHER$ ha conseguido colonizar $TARGET$ antes que nosotros.;;;;;;;;;x
american_cultures;Culturas americanas;Cultures américaines;Amerikanische Kulturen;;Culturas americanas;;;;;;;;;x
CANT_USE_LAST_WAR_GOALS;Selecionar esse objetivo militar poderia por um fim a guerra e só pode ser feito em um acordo de paz com o líder de guerra;La sélection de cet objectif de guerre mettra fin à la guerre, mais nécessite un accord de paix avec le leader.;Die Auswahl dieses Kriegsziels würde den Krieg beenden. Dies ist nur in einem Friedensvertrag mit dem Kriegsführer möglich.;;Seleccionar este objetivo bélico pondría fin a la guerra y solo puede llevarse a cabo en un acuerdo de paz con el líder de la guerra;;;;;;;;;x
tut_6a_13;Para melhorar a produção industrial da Bélgica precisamos de mais trabalhadores industriais, clique no ícone de artesão para definir como foco.;Pour améliorer la production industrielle de la Belgique, il vous faut davantage d'ouvriers. Cliquez sur l'icône des travailleurs pour définir cette cause.;Zur Verbesserung von Belgiens Industrieproduktion benötigen wir mehr Industriearbeiter. Klicken Sie auf das Facharbeitersymbol, um einen Fokus darauf zu legen.;;Para mejorar la producción industrial de Bélgica necesitamos más obreros. Haz clic en el icono de obreros para establecer esta prioridad.;;;;;;;;;x
DEN_251;Islândia e Gronelândia;Islande et Groenland;Island & Grönland;;Islandia y Groenlandia;;;;;;;;;x
CANCELALLIANCE_THEY_ACCEPT_BTN2;Aceitar;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CANCELALLIANCE_THEY_ACCEPT_BTN3;Ir para;Aller à;Go to;IdŸ do;Ir allí;Andare;Menj ide:;Pøejít na;;;;;;x
tut_1b_19;Por agora, atribua manualmente o nosso general. Vá em frente e selecione a sua divisão em Spa.;Pour le moment, vous allez affecter votre général manuellement. Allez-y, sélectionnez la division présente à Spa.;Für Erste werden wir unseren General manuell zuteilen. Wählen Sie dazu Ihre Division in Spa aus.;;De momento, asignaremos manualmente a nuestro general. Sigue adelante y selecciona tu división en Spa.;;;;;;;;;x
TOPBAR_DEC_SPEED;Diminuir velocidade;Ralentir;Geschwindigkeit reduzieren;;Disminuir velocidad;;;;;;;;;x
fort;Forte;Fort;Fort;;Fuerte;;;;;;;;;x
fort_short;Forte;fort;Fort;;Fuerte;;;;;;;;;x
#TOPBAR_DEC_SPEED;Diminuir velocidade;Ralentir;Geschwindigkeit reduzieren;;Disminuir velocidad;;;;;;;;;x
IS_GREAT_NATION;É uma grande potência;Est une grande puissance;Ist Großmacht;;Es una gran potencia;;;;;;;;;x
NO_DEMOTION;Não haverá despromoções este mês.;Il n'y aura aucune rétrogradation ce mois-ci.;Diesen Monat gibt es keine Degradierungen.;;Este mes no habrá degradaciones.;;;;;;;;;x
NO_PROMOTION;Não haverá promoções este mês.;Il n'y aura aucune promotion ce mois-ci.;Diesen Monat gibt es keine Beförderungen.;;Este mes no habrá ascensos.;;;;;;;;;x
INCREASEOPINION_THEY_ACCEPT_MAP;Opinião melhorada;Opinion en hausse;Meinung erhöht;;Opinión mejorada;;;;;;;;;x
INCREASEOPINION_WE_ACCEPT_MAP;Opinião melhorada;Opinion en hausse;Meinung erhöht;;Opinión mejorada;;;;;;;;;x
DECREASEOPINION_THEY_ACCEPT_MAP;Opinião piorada;Opinion en baisse;Meinung verringert;;Opinión empeorada;;;;;;;;;x
DECREASEOPINION_WE_ACCEPT_MAP;Opinião piorada;Opinion en baisse;Meinung verringert;;Opinión empeorada;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_MAP;Adicionado a esfera;Ajouté à la sphère;Zu Einflusssphäre hinzugefügt;;Añadida a la esfera;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_MAP;Adicionado a esfera;Ajouté à la sphère;Zu Einflusssphäre hinzugefügt;;Añadida a la esfera;;;;;;;;;x
REMOVEFROMSPHERE_THEY_ACCEPT_MAP;Removido da esfera;Retiré de la sphère;Aus Einflusssphäre entfernt;;Retirada de la esfera;;;;;;;;;x
REMOVEFROMSPHERE_WE_ACCEPT_MAP;Removido da esfera;Retiré de la sphère;Aus Einflusssphäre entfernt;;Retirada de la esfera;;;;;;;;;x
INCREASERELATION_THEY_ACCEPT_MAP;Relação melhorada;Relation améliorée;Beziehung verbessert;;Relación mejorada;;;;;;;;;x
INCREASERELATION_WE_ACCEPT_MAP;Relação melhorada;Relation améliorée;Beziehung verbessert;;Relación mejorada;;;;;;;;;x
DECREASERELATION_THEY_ACCEPT_MAP;Relação piorada;Relation détériorée;Beziehung verschlechtert;;Relación empeorada;;;;;;;;;x
DECREASERELATION_WE_ACCEPT_MAP;Relação piorada;Relation détériorée;Beziehung verschlechtert;;Relación empeorada;;;;;;;;;x
WETARGET_DISCREDIT_MAP;Desacreditado!;Discrédité !;In Verruf gebracht!;;¡Desacreditado!;;;;;;;;;x
WETARGET_EXPELADVISORS_MAP;Conselheiros expulsos!;Conseillers expulsés !;Berater ausgewiesen!;;¡Consejeros expulsados!;;;;;;;;;x
WETARGET_BANEMBASSY_MAP;Embaixada proibida!;Ambassade interdite !;Botschaft verbannt!;;¡Embajada cerrada!;;;;;;;;;x
WETARGET_DECREASEOPINION_MAP;Opinião diminuída!;Opinion en baisse !;Meinung verringert!;;¡Opinión empeorada!;;;;;;;;;x
WETARGET_REMOVEFROMSPHERE_MAP;Removido da esfera!;Retiré de la sphère !;Aus Einflusssphäre entfernt!;;¡Retirada de la esfera!;;;;;;;;;x
womens_suffrage_movement;Movimento sufragista das mulheres;Mouvement des suffragettes;Frauenrechtsorganisation;;Movimiento sufragista femenino;;;;;;;;;x
WAR_GOOD_RELATION;Boas relações (§Y$REL$§W) e consciência média (§Y$CON$§W): ;Bonnes relations (§Y$REL$§W) et conscience nationale moyenne (§Y$CON$§W) : ;Gute Beziehungen (§Y$REL$§W) und durchschnittliches Bewusstsein (§Y$CON$§W):;;Buenas relaciones (§Y$REL$§W) y conciencia media (§Y$CON$§W): ;;;;;;;;;x
make_slave;Criar estado escravista;Créer un État esclavagiste;Sklavereistaat erstellen;;Crear estado esclavista;;;;;;;;;x
make_free;Criar estado livre;Créer un État libre;Freistaat erstellen;;Crear estado libre;;;;;;;;;x
POP_OTHER_CULT;Outro;Autres;Andere;;Otra;;;;;;;;;x
BLOCKADED_PEACE;Bloqueado;Sous blocus;Blockiert;;Bloqueada;;;;;;;;;x
PRODUCTION_DESTROY_FACTORY_BECAUSE_TOOLTIP;Estamos autorizados a destruir esta fábrica, porque:\n;Nous sommes autorisés à détruire cette usine car :\n;Wir können diese Fabrik aus folgenden Gründen zerstören:\n;;Podemos destruir esta fábrica porque:\n;;;;;;;;;x
#PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_TOOLTIP;Estamos autorizados a destruir esta fábrica, porque:\n;Nous sommes autorisés à détruire cette usine car :\n;Wir können diese Fabrik aus folgenden Gründen zerstören:\n;;Podemos destruir esta fábrica porque:\n;;;;;;;;;x
RULE_DESTROY_FACTORY;Destruir Fábricas;Détruire les usines;Fabriken zerstören;;Destruir fábricas;;;;;;;;;x
INCREASE_RELATION_MAX;Não podemos obter melhores relações com ;Nous ne pouvons pas entretenir de meilleures relations avec ;Keine besseren Beziehungen möglich zu;;No podemos mejorar más las relaciones con ;;;;;;;;;x
DECREASE_RELATION_MAX;Não podemos piorar as relações com ;Nous ne pouvons pas entretenir de pires relations avec ;Keine schlechteren Beziehungen möglich zu;;No podemos empeorar más las relaciones con ;;;;;;;;;x
BANKRUPTCY_SETUP;Quando temos uma falência;Si nous faisons faillite;Wenn wir in Konkurs gehen;;Cuando tengamos una bancarrota;;;;;;;;;x
BANKRUPTCY_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;x
BANKRUPTCY_1;Falência!;Faillite !;Konkurs!;;¡Bancarrota!;;;;;;;;;x
BANKRUPTCY_2;Fomos forçados a declarar falência.;Nous avons été réduits à la faillite.;Wir wurden gezwungen, Konkurs anzumelden.;;Nos hemos visto obligados a declararnos en bancarrota.;;;;;;;;;x
BANKRUPTCY_3;Todos os nossos empréstimos foram cancelados,;Tous nos emprunts ont été soldés,;Sämtliche unserer Darlehen wurden gelöscht,;;Todos nuestros préstamos han sido saldados,;;;;;;;;;x
BANKRUPTCY_4;mas isso tem causado grande preocupação entre a população;mais notre population est inquiète;aber dies hat unter unserer Bevölkerung große Besorgnis hervorgerufen;;pero ello ha causado una gran preocupación entre nuestra población;;;;;;;;;x
BANKRUPTCY_5;e estamos perdendo muito prestígio nos olhos do mundo.;et nous avons perdu une bonne partie de notre prestige aux yeux du reste du monde.;und wir haben in den Augen der Welt viel Prestige eingebüßt.;;y hemos perdido mucho prestigio a los ojos del mundo.;;;;;;;;;x
BANKRUPTCY_6;Nos futuro, os bancos serão mais hesitante em nos emprestar dinheiro.;À l'avenir, les banques hésiteront à nous prêter de l'argent.;In Zukunft werden uns Banken zögerlicher Geld leihen.;;En el futuro, los bancos serán más reacios a prestarnos dinero.;;;;;;;;;x
BANKRUPTCY_LOG;Nós fomos à falência.;Nous avons fait faillite.;Wir sind Konkurs gegangen.;;Nos hemos declarado en bancarrota.;;;;;;;;;x
BANKRUPTCY_BTN1;Isto não é bom;Ce n'est pas une bonne nouvelle.;Das ist nicht gut.;;No es buena cosa;;;;;;;;;x
THEY_BANKRUPTCY_SETUP;Outro país vai à falência;un autre pays a fait faillite;ein anderes Land hat Konkurs angemeldet.;;Otro país se ha declarado en bancarrota;;;;;;;;;x
THEY_BANKRUPTCY_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;x
THEY_BANKRUPTCY_1;Falência!;Faillite !;Konkurs!;;¡Bancarrota!;;;;;;;;;x
THEY_BANKRUPTCY_2;$COUNTRY$;$COUNTRY$;$COUNTRY$;;$COUNTRY$;;;;;;;;;x
THEY_BANKRUPTCY_3;foram forçados a declarar falência.;a été réduit à la faillite.;ist gezwungen worden, Konkurs anzumelden.;;se ha visto obligado a declararse en bancarrota.;;;;;;;;;x
THEY_BANKRUPTCY_4;*;*;*;;*;;;;;;;;;x
THEY_BANKRUPTCY_5;*;*;*;;*;;;;;;;;;x
THEY_BANKRUPTCY_6;*;*;*;;*;;;;;;;;;x
THEY_BANKRUPTCY_LOG;$COUNTRY$ Faliu.;$COUNTRY$ a fait faillite.;$COUNTRY$ ist Konkurs gegangen.;;$COUNTRY$ se ha declarado en bancarrota.;;;;;;;;;x
THEY_BANKRUPTCY_BTN1;Aceitar;OK;Ok;;Aceptar;;;;;;;;;x
LIT_CHANGE;Variação mensal;Évolution mensuelle;Monatliche Veränderung;;Cambio mensual;;;;;;;;;x
precious_metal_desc;Metais preciosos não são vendidos como produtos normais, mas diretamente convertido em dinheiro.;Contrairement aux autres marchandises, les métaux précieux ne se vendent pas. Ils sont directement convertis en monnaie.;Edelmetalle werden nicht als normale Güter verkauft, sondern direkt in Geld umgewandelt.;;Los metales preciosos no se venden como mercancías normales, sino que se convierten directamente en dinero.;;;;;;;;;x
DIPLOMACY_CANNOT_SET_PRIO_BANNED;Não podemos influenciar esta nação se a nossa embaixada estiver proibida;Nous ne pouvons pas influencer cette nation, car notre ambassade y est interdite.;Wir können diese Nation nicht beeinflussen, weil unsere Botschaft verbannt wurde.;;No podemos influir en esta nación, ya que nuestra embajada ha sido cerrada;;;;;;;;;x
PROV1723;Balboa;Balboa;Balboa;;Balboa;;;;;;;;;x
PROV353;Ösel;Ösel;Ösel;;Ösel;;;;;;;;;x
MILITARY_MOBILIZE;Mobilizar nossas Forças Armadas;Mobiliser nos forces armées;Mobilisierung unserer Streitkräfte;;Movilizar nuestras fuerzas armadas;;;;;;;;;x
MILITARY_MOBILIZE_DESC;Além do nosso exército permanente, o seu país também pode, em caso de guerra, recorrer a recursos adicionais sob a forma de direitos niveladores a soldados recrutas. Ao ordenar a mobilização, os nossos exércitos recrutados começará acumular nos principais centros populacionais, e iniciar os preparativos para a guerra completa. Enquanto a mobilização pode ser essencial para a superação de uma invasão inimiga considerável, devemos sempre ser cauteloso por causa do impacto sobre a economia nacional.;Outre son armée de métier, en cas de guerre, notre pays peut aussi avoir recours à la conscription. Lorsqu'un ordre de mobilisation est émis, nos armées de conscrits se rassemblent dans les principaux centres démographiques et se préparent à engager une guerre totale. Si la mobilisation est essentielle pour repousser une invasion ennemie d'envergure, mieux vaut se méfier de son impact sur l'économie nationale.;Zusätzlich zu unserem stehenden Heer kann unser Land in Kriegszeiten durch den Einzug Wehrpflichtiger zusätzliche Truppen ausheben. Nach Erhalt des Mobilisierungsbefehls versammeln sich unsere Wehrpflichtigenarmeen in großen Ballungsräumen und beginnen mit ihren Vorbereitungen für den Kriegseinsatz. Während die Mobilisierung beispielsweise zur Abwehr einer größeren Invasion notwendig sein könnte, müssen wir vor ihren Auswirkungen auf die nationale Wirtschaft auf der Hut sein.;;Además de nuestro ejército permanente, nuestro país, en caso de guerra, también puede contar con recursos adicionales en forma de levas. Al ordenar la movilización, se empezarán a formar nuestros ejércitos reclutados en los principales centros de población y se iniciarán los preparativos para la guerra. Aunque la movilización puede resultar esencial para afrontar una invasión enemiga de gran envergadura, siempre debemos ser conscientes de su impacto en la economía nacional.;;;;;;;;;x
MILITARY_DEMOBILIZE;Desmobilizar nossas Forças Armadas;Démobiliser nos forces armées;Demobilisierung unserer Streitkräfte;;Desmovilizar nuestras fuerzas armadas;;;;;;;;;x
MILITARY_DEMOBILIZE_DESC;Ao dar a ordem para se retirar, nossos exércitos recrutados vai deixar o campo de batalha e voltar para suas casas. Embora qualquer país devastado pelos problemas da guerra, certamente anseia por um retorno à normalidade, antes de embainhar a espada faria bem ter a garantia de que a guerra está ganha.;Lorsqu'un ordre de démobilisation est émis, nos conscrits quittent le champ de bataille pour rentrer chez eux. Comme tout pays ravagé par la guerre, nous sommes impatients de retrouver une vie normale, mais pour cela, nous devons d'abord gagner la guerre.;Nach Erhalt des Demobilisierungsbefehls verlassen unsere Wehrpflichtigenarmeen die Schlachtfelder und kehren nach Hause zurück. Obwohl sich jedes von den Sorgen des Krieges verheerte Land nach der Rückkehr zur Normalität sehnt, sollten wir sicher sein, dass der Krieg auch gewonnen ist, bevor wir das Schwert in die Scheide stecken.;;Al dar la orden de cesar la alarma, nuestros ejércitos reclutados abandonarán el campo de batalla y regresarán a sus hogares. Aunque un país asolado por las adversidades de la guerra anhela, cómo no, recuperar la normalidad, antes de envainar la espada haríamos bien en asegurarnos de que la guerra está ganada.;;;;;;;;;x
BE_TECH;Tecnologias:;Technologies :;Technologien:;;Tecnologías:;;;;;;;;;x
BE_INVENT;Invenções:;Inventions :;Erfindungen:;;Inventos:;;;;;;;;;x
TOPBAR_DIPLOPOINTS_GAIN;Ganhamos §Y$VALUE$§W pontos diplomáticos por mês;Nous gagnons §Y$VALUE$§W points diplomatiques par mois.;Wir erhalten monatlich §Y$VALUE$§W Diplomatiepunkte.;;Obtenemos §Y$VALUE$§W puntos de diplomacia cada mes;;;;;;;;;x
TOPBAR_DIPLOPOINTS_BASEGAIN;Ganho Base: §Y$VALUE$§W pontos diplomáticos;Gain de base : §Y$VALUE$§W points diplomatiques;Basis-Zugewinn: §Y$VALUE$§W Diplomatiepunkte.;;Ganancia base: §Y$VALUE$§W puntos de diplomacia;;;;;;;;;x
MOBILISE;Mobilizar;Mobiliser;Mobilisieren;;Movilizar;;;;;;;;;x
DEMOBILISE;Desmobilizar;Démobiliser;Demobilisieren;;Licenciar;;;;;;;;;x
#BE_INVENT;Invenções:;Inventions :;Erfindungen:;;Inventos:;;;;;;;;;x
THE_WORLD_IN;O mundo em $YEAR$;Le monde en $YEAR$;Die Welt des Jahres $YEAR$;;El mundo en $YEAR$;;;;;;;;;x
TECHNOLOGY_ACTIVATION_YEAR;Ano de ativação:;Année d'activation :;Aktivierungsjahr:;;Año activación:;;;;;;;;;x
TECHNOLOGY_RESEARCH_POINTS;Pontos de pesquisa:;Points de recherche :;Forschungspunkte:;;Ptos. investigación:;;;;;;;;;x
tut_8c_12;Em Victoria 2 você precisa colocar um objetivo militar para qualquer guerra. Você só pode selecionar os objetivos militares, você pode ver na janela de declaração de guerra. Esteja ciente de que esses objetivos militares são a única coisa que você pode exigir em paz. \n Clique em Mostrar Guerras para verificar os objetivos militares;Dans Victoria 2, toute guerre déclarée nécessite un objectif. Tous les objectifs de guerre disponibles se trouvent à droite de la fenêtre de déclaration de guerre. Attention, ces objectifs sont les seules choses que vous pouvez réclamer en temps de paix. \n Cliquez sur la vue Afficher les guerres pour consulter les objectifs de guerre.;In Victoria 2 müssen Sie für jeden Krieg, den Sie starten, ein Kriegsziel festlegen. Sie können nur die Kriegsziele auswählen, die Sie rechts im Popup-Fenster Kriegserklärungen sehen. Beachten Sie, dass diese Kriegsziele beschränken, was Sie bei Friedensverhandlungen fordern können. \n Prüfen Sie Ihre Kriegsziele, indem Sie auf Kriege zeigen klicken.;;En Victoria 2 tienes que fijar un objetivo bélico para cada guerra que inicies. Solo puedes seleccionar los objetivos bélicos que aparecen en el lado derecho de la ventana emergente de Declaración de guerra. Ten en cuenta que esos objetivos bélicos son lo único que puedes exigir en caso de paz. \nPara revisar los objetivos bélicos, haz clic en la vista Mostrar guerras.;;;;;;;;;x
tut_6b_14;Agora clique em 'próximo' para continuar.;Cliquez sur Suivant pour continuer.;Klicken Sie zum Fortfahren auf Weiter.;;Ahora, haz clic en Siguiente para continuar.;;;;;;;;;x
tut_8a_7;Para tentar aliar com o Reino Unido é preciso tomar uma ação diplomática. Ações diplomáticas pode ser desde solicitar uma aliança até declarar guerra. Para executar uma ação diplomática precisamos ter pontos diplomáticos, que são acumulados mensalmente. Se olhar na barra superior debaixo a diplomacia, podemos ver que temos alguns pontos que podem ser usados, podemos ver que temos mais pontos que preciso para formar uma aliança. Vá em frente e pressione a ação 'formar aliança' e, em seguida, pressione o botão "Aceitar" para sugerir uma aliança com o Reino Unido.;Pour tenter de vous allier avec le Royaume-Uni, vous devez mener une action diplomatique. Les actions diplomatiques vont de la demande d'alliance à la déclaration de guerre. Pour mener une action diplomatique, il vous faut des points diplomatiques. Ces points s'accumulent tous les mois. Sur la barre supérieure, sous Diplomatie, vous pouvez constater que vous avez suffisamment de points pour couvrir le coût de l'action Former une alliance (1 point). Cliquez sur l'action Former une alliance, puis sur le bouton Accepter pour proposer une alliance au Royaume-Uni.;Zur Unterbreitung eines Bündnisangebots an Großbritannien müssen wir eine diplomatische Aktion unternehmen. Diplomatische Aktionen können alles von Bündnisangeboten bis hin zu Kriegserklärungen sein. Zum Ausführen einer diplomatischen Aktion müssen wir diplomatische Punkte haben, die wir auf monatlicher Basis erlangen. Wenn Sie in der Kopfleiste unter Diplomatie nachsehen, stellen Sie fest, dass wir 1 Punkt haben, und genau so viel kostet die Aktion Bündnis bilden auch. Klicken Sie nun auf die Schaltfläche Bündnis bilden und bestätigen Sie Ihr Bündnisangebot an Großbritannien dann durch Klicken auf die Schaltfläche Akzeptieren.;;Para intentar aliarnos con el Reino Unido debemos emprender una acción diplomática. Las acciones diplomáticas pueden abarcar desde solicitudes de alianza a declaraciones de guerra. Para llevar a cabo una acción diplomática, necesitamos puntos de diplomacia, que se acumulan mensualmente. Al mirar la barra superior, debajo de diplomacia, podemos ver que disponemos de más puntos que el 1 que cuesta la acción Formar alianza. Continúa y pulsa sobre de Formar alianza, y luego pulsa en 'Aceptar' para proponer una alianza con el Reino Unido.;;;;;;;;;x
TEMP_NEXT;Próximo;Suivant;Weiter;;Siguiente;;;;;;;;;x
BUDGET_EXPORTS;Vendas da reserva nacional: §Y$VAL$§W;Ventes des réserves nationales : §Y$VAL$§W;Verkäufe aus Nationalvorrat: §Y$VAL$§W;;Ventas de la reserva nacional: §Y$VAL$§W;;;;;;;;;x
BUDGET_IMPORTS;Compras da reserva nacional: §Y$VAL$§W;Achats des réserves nationales : §Y$VAL$§W;Käufe für Nationalvorrat: §Y$VAL$§W;;Compras de la reserva nacional: §Y$VAL$§W;;;;;;;;;x
bad_debter;Mal pagador;Mauvais payeur;Schlechter Schuldner;;Mal pagador;;;;;;;;;x
bad_debter_desc;Devido ao histórico da economia não confiável de seu país, os bancos aplicam a seus empréstimos com juros mais elevados.;Compte tenu des antécédents économiques de votre pays, les banques vous proposeront des emprunts aux taux d'intérêt élevés.;Aufgrund der traditionell unzuverlässigen Wirtschaft Ihres Landes werden Banken für ihre Darlehen künftig mehr Zinsen verlangen.;;Debido al historial de economía poco fiable de tu país, los bancos aplicarán a tus préstamos un interés más elevado.;;;;;;;;;x
MUST_NEGOTIATE_WITH_WAR_LEADER;Se não progredirmos em nossa guerra, temos que negociar com o §YLíder de guerra§W inimigo;À défaut de dominer la guerre que nous menons, nous devons négocier avec le §Ychef de guerre§W ennemi.;Wenn wir den Krieg nicht anführen, müssen wir mit dem feindlichen §YKriegsführer§W verhandeln.;;Si no progresamos en nuestra guerra, tenemos que negociar con el §Líder de la guerra§Y enemigo;;;;;;;;;x
BAD_ADJ;Baden;Bade;Baden;;Baden;;;;;;;;;x
WAR_LEADER;§YLíder de guerra§W;§YChef de guerre§W;§YKriegsführer§W;;§YLíder de la guerra§W;;;;;;;;;x
MUST_NEGOTIATE_WITH_WAR_LEADER_NO_LEFTOVER_WARGOALS;Temos de negociar com o §YLíder de guerra§W inimigo, e fazer a paz com §Y$COUNTRY$§W e assim acabaria com a guerra;Nous devons négocier avec le §Ychef de guerre§W ennemi, car un accord de paix avec §Y$COUNTRY$§W mettrait fin à la guerre.;Wir müssen mit dem feindlichen §YKriegsführer§W verhandeln, da ein Friedensschluss mit §Y$COUNTRY$§W den Krieg beenden würde.;;Tenemos que negociar con el §YLíder de la guerra§W enemigo, ya que firmar la paz con §Y$COUNTRY$§W pondría fin a la guerra;;;;;;;;;x<
WARGOAL_DEMAND;§Y$COUNTRY$§W exige isso de §Y$ENEMY$§W;§Y$COUNTRY$§W exige ceci de §Y$ENEMY$§W;§Y$COUNTRY$§W verlangt dies von §Y$ENEMY$§W.;;§Y$COUNTRY$§W exige esto de §Y$ENEMY$§W;;;;;;;;;x
POP_DETAILS_PROMOTIONS;Promoções:;Promotions :;Beförderungen:;;Ascensos:;;;;;;;;;x
POP_DETAILS_DEMOTIONS;Despromoções:;Rétrogradations :;Degradierungen:;;Degradaciones:;;;;;;;;;x
NO_WAR_SPHERE_LEADER;Não pode entrar em uma guerra contra o líder da esfera.;Impossible de faire la guerre au leader de la sphère.;Kriege gegen Einflusssphären-Anführer nicht möglich.;;No podemos entrar en guerra con el líder de la esfera.;;;;;;;;;x
EVTNAME15310;A universidade flutuante;L'Université volante;Die Fliegende Universität;;La universidad flotante;;;;;;;;;x
GO_TO_DIPLOMACY;Ir para diplomacia;Aller à Diplomatie;Diplomatie;;Ir a Diplomacia;;;;;;;;;x
PROVINCE_CONTROL_DAYS_LATER_THAN;O controle da província não mudou nos últimos §Y$DAYS$§W dias.\n;Le contrôle de la province est resté inchangé depuis §Y$DAYS$§W jours.\n;Provinzkontrolle während der letzten §Y$DAYS$§W Tage unverändert.\n;;El control de la provincia no ha cambiado en los últimos §Y$DAYS$§W días.\n;;;;;;;;;x
PROVINCE_CONTROL_DAYS;O controle da província mudou nos últimos §Y$DAYS$§W dias.\n;Le contrôle de la province a changé au cours des §Y$DAYS$§W derniers jours.\n;Provinzkontrolle hat sich während der letzten §Y$DAYS$§W Tage geändert.\n;;El control de la provincia ha cambiado en los últimos §Y$DAYS$§W días.\n;;;;;;;;;x
ENFORCE_DEMANDS_TRIGGER;Estes rebeldes irão ganhar se se cumprir o seguinte:;Si ce qui suit est vrai, ces rebelles l'emporteront :;Diese Rebellen werden gewinnen, wenn Folgendes zutrifft:;;Estos rebeldes ganarán si se cumple lo siguiente:;;;;;;;;;x
