RECRUITED_PERCENTAGE_LESS_THAN;Menos de §Y$VAL$§W% de soldados possíveis recrutados.\n;Moins de §Y$VAL$§W % des soldats potentiels ont été recrutés.\n;Weniger als §Y$VAL$§W% der möglichen Soldaten rekrutiert.\n;;Menos del §Y$VAL$§W% de los soldados posibles reclutados.\n;;;;;;;;x
RECRUITED_PERCENTAGE_MORE_THAN;Ao menos §Y$VAL$§W% de soldados possíveis recrutados.\n;Au moins §Y$VAL$§W % des soldats potentiels ont été recrutés.\n;Mindestens §Y$VAL$§W% der möglichen Soldaten rekrutiert.\n;;Al menos el §Y$VAL$§W% de los soldados posibles reclutados.\n;;;;;;;;x
SEPARATISM_TECH;Separatismo;Séparatisme;Separatismus;;Separatismo;;;;;;;;x
INC_RES_TECH;Pontos de pesquisa;Points de recherche;Forschungspunkte;;Puntos de investigación;;;;;;;;x
TOTAL_POPS_NOT_TR;Menos de §Y$VAL$§W pops em $WHERE$.\n;Moins de §Y$VAL$§W pop en $WHERE$.\n;Weniger als §Y$VAL$§W Bevs in $WHERE$.\n;;Menos de §Y$VAL$§W POB en $WHERE$.\n;;;;;;;;x
TOTAL_POPS_TR;Ao menos de §Y$VAL$§W pops em $WHERE$.\n;Au moins §Y$VAL$§W pop en $WHERE$.\n;Mindestens §Y$VAL$§W Bevs in $WHERE$.\n;;Al menos §Y$VAL$§W POB en $WHERE$.\n;;;;;;;;x
IS_CRIME_NOT_HIGHER_THAN_EDU_TR;Gasta mais em §Yeducação§W do que em administração.\n;Les dépenses d’§Yéducation§W sont supérieures aux dépenses d’administration.\n;Ausgaben für §YBildung§W übersteigen die für Verwaltung.\n;;Se gasta más en §Yeducación§W que en administración.\n;;;;;;;;x
IS_CRIME_HIGHER_THAN_EDU_TR;Gasta mais em §Yadministração§W do que em educação.\n;Les dépenses d’§Yadministration§W sont supérieures aux dépenses d’éducation.\n;Ausgaben für §YVerwaltung§W übersteigen die für Bildung.\n;;Se gasta más en §Yadministración§W que en educación.\n;;;;;;;;x
ANY_AT_WAR_STARTS;Qualquer país que está em guerra.;Tout pays avec lequel nous sommes en guerre.;Jedes Land, mit dem Krieg herrscht.;;Cualquier país con el que estás en guerra.;;;;;;;;x
REBEL_POWER_LESS_THAN;A ameaça rebelde é inferior a §Y$VAL$§W %.;La menace rebelle est inférieure à §Y$VAL$§W %.;Bedrohung durch Rebellen beträgt weniger als §Y$VAL$§W Prozent.;;La amenaza de los rebeldes es inferior al §Y$VAL$§W por ciento.;;;;;;;;x
REBEL_POWER_MORE_THAN;A ameaça rebelde é superior a §Y$VAL$§W %.;La menace rebelle est d’au moins §Y$VAL$§W %.;Bedrohung durch Rebellen beträgt mindestens §Y$VAL$§W Prozent.;;La amenaza de los rebeldes es de al menos el §Y$VAL$§W por ciento.;;;;;;;;x
POP_TYPE_PERC_NOT;Os $NAME$ representam menos de §Y$VAL$%§W.\n;$NAME$ : inférieur à §Y$VAL$%§W.\n;$NAME$ ist weniger als §Y$VAL$%§W.\n;;Los $NAME$ representan menos del §Y$VAL$%§W.\n;;;;;;;;x
POP_TYPE_PERC;Os $NAME$ representam, pelo menos §Y$VAL$%§W.\n;$NAME$ : supérieur à §Y$VAL$%§W.\n;$NAME$ ist mindestens §Y$VAL$%§W.\n;;Los $NAME$ representan al menos el §Y$VAL$%§W.\n;;;;;;;;x
MAJORITY_IS;A maioria da população é ;La majorité de la population est ;Bevölkerungsmehrheit ist ;;La mayoría de la población es ;;;;;;;;x
MAJORITY_IS_NOT;A maioria da população NÃO é ;La majorité de la population n’est PAS ;Bevölkerungsmehrheit ist NICHT ;;La mayoría de la población NO es ;;;;;;;;x
ICL;Islândia;Islande;Island;;Islandia;;;;;;;;x
ICL_ADJ;Islandês;islandais;Isländisch;;Islandesa;;;;;;;;x
ISR;Israel;Israël;Israel;;Israel;;;;;;;;x
ISR_ADJ;Israelense;israélien;Israelitisch;;Israelí;;;;;;;;x
BYZ;Império Bizantino;Empire byzantin;Byzantinisches Reich;;Imperio Bizantino;;;;;;;;x
BYZ_ADJ;Bizantino;byzantin;Byzantinisch;;Bizantina;;;;;;;;x
BYZ_conservative;Komma Ethnikofronon;Komma Ethnikofronon;Komma Ethnikofronon;;Komma Ethnikofronon;;;;;;;;x
BYZ_reactionary;Kómma Paleologós;Kómma Paleologós;Kómma Paleologós;;Kómma Paleologós;;;;;;;;x
BYZ_liberal;Kómma Fileleftheron;Kómma Fileleftheron;Kómma Fileleftheron;;Kómma Fileleftheron;;;;;;;;x
BYZ_anarcho_liberal;Neoteristikon Kómma;Neoteristikon Kómma;Neoteristikon Kómma;;Neoteristikon Kómma;;;;;;;;x
BYZ_socialist;Sosialistikó Kómma Byzantós;Sosialistikó Kómma Byzantós;Sosialistikó Kómma Byzantós;;Sosialistikó Kómma Byzantós;;;;;;;;x
BYZ_communist;Kommounistikó Kómma Byzantós;Kommounistikó Kómma Byzantós;Kommounistikó Kómma Byzantós;;Kommounistikó Kómma Byzantós;;;;;;;;x
BYZ_fascist;Kómma ton Eleutherofróvon;Kómma ton Eleutherofróvon;Kómma ton Eleutherofróvon;;Kómma ton Eleutherofróvon;;;;;;;;x
ISR_conservative;Herut;Herut;Herut;;Herut;;;;;;;;x
ISR_reactionary;Hazit Datit Meuhedet;Hazit Datit Meuhedet;Hazit Datit Meuhedet;;Hazit Datit Meuhedet;;;;;;;;x
ISR_liberal;Miflaga Progresivit;Miflaga Progresivit;Miflaga Progresivit;;Miflaga Progresivit;;;;;;;;x
ISR_anarcho_liberal;Tzionim Klaliym;Tzionim Klaliym;Tzionim Klaliym;;Tzionim Klaliym;;;;;;;;x
ISR_socialist;Mifleget Poalei Eretz Yisrael;Mifleget Poalei Eretz Yisrael;Mifleget Poalei Eretz Yisrael;;Mifleget Poalei Eretz Yisrael;;;;;;;;x
ISR_communist;HaMiflega HaKomunistit HaYisraelit;HaMiflega HaKomunistit HaYisraelit;HaMiflega HaKomunistit HaYisraelit;;HaMiflega HaKomunistit HaYisraelit;;;;;;;;x
ISR_fascist;Brit HaBirionim;Brit HaBirionim;Brit HaBirionim;;Brit HaBirionim;;;;;;;;x
ICL_conservative;Sjálfstaeddisflokkurinn;Sjálfstaeddisflokkurinn;Sjálfstaeddisflokkurinn;;Sjálfstaeddisflokkurinn;;;;;;;;x
ICL_reactionary;Borgaraflokkurinn;Borgaraflokkurinn;Borgaraflokkurinn;;Borgaraflokkurinn;;;;;;;;x
ICL_liberal;Framsóknarflokkurinn;Framsóknarflokkurinn;Framsóknarflokkurinn;;Framsóknarflokkurinn;;;;;;;;x
ICL_anarcho_liberal;Besti flokkurinn;Besti flokkurinn;Besti flokkurinn;;Besti flokkurinn;;;;;;;;x
ICL_socialist;Althýedduflokkurinn;Althýedduflokkurinn;Alth_edduflokkurinn;;Althýedduflokkurinn;;;;;;;;x
ICL_communist;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;;Kommúnistaflokkur Íslands;;;;;;;;x
ICL_fascist;Flokkur Thjóeddernissinna;Flokkur Thjóeddernissinna;Flokkur Thjóeddernissinna;;Flokkur Thjóeddernissinna;;;;;;;;x
ANY_CORE_LIMITED;Para qualquer núcleo que é\n;Pour tout territoire clé qui est\n;Für jede Kernprovinz, für die gilt:\n;;Para cualquier núcleo que esté\n;;;;;;;;x
ANY_CORE_NORMAL;Todas as províncias centrais terá\n;Tous les territoires clés obtiennent\n;Alle Kernprovinzen erhalten\n;;Todas las provincias núcleo recibirán\n;;;;;;;;x
POLITICS_NOT_BEFORE;Nós não podemos mudar partido no poder novamente antes de §Y$DATE$§W.;Nous ne pouvons pas changer de parti dirigeant avant §Y$DATE$§W.;Ein erneuter Wechsel der Regierungspartei ist vor §Y$DATE$§W unmöglich.;;No podemos cambiar de nuevo el partido gobernante hasta el §Y$DATE$§W.;;;;;;;;x
POLITICS_NOT_ACCEPTED;A nossa forma de governo não permite partidos §Y$WHICH$§W.;Notre forme de gouvernement n’autorise pas les partis §Y$WHICH$§W.;Unsere Regierungsform gestattet keine §Y$WHICH$en§W Parteien.;;Nuestra forma de gobierno no permite partidos §Y$WHICH$§W.;;;;;;;;x
RELEASE_PRESTIGE;Prestigio: ;Prestige : ;Prestige: ;;Prestigio: ;;;;;;;;x
RELEASE_INFAMY;Infâmia: ;Infamie : ;Infamie: ;;Infamia: ;;;;;;;;x
tut_2b_15;Como as fábricas são construídas depende da política econômica atual do seu país. Sob uma economia 'Laissez Faire ", por exemplo,todas as suas fábricas são construídas por seus capitalistas. No sistema belga atual, no entanto, o governo e os capitalistas podem construir fábricas. A construção de mais fábricas é uma boa maneira de impulsionar a economia do país. Vá em frente e clique no botão 'Construir Fabrica'.;La manière dont les usines sont construites dépend de la politique économique de votre pays. Dans une économie de « Laissez-faire », par exemple, toutes vos usines sont construites par vos capitalistes. Dans le système belge actuel, cependant, le gouvernement comme les capitalistes peuvent construire des usines. Construire plus d’usines est un bon moyen de développer l'économie du pays. Cliquez sur le bouton « Contruire usine » pour la Flandre.;Wie Fabriken gebaut werden, hängt von der aktuellen Wirtschaftspolitik Ihres Landes ab. Unter einer 'Laissez Faire'-Wirtschaft zum Beispiel werden alle Fabriken von Ihren Kapitalisten gebaut. Im aktuellen belgischen System können sowohl die Regierung als auch die Kapitalisten Fabriken bauen. Der Bau zusätzlicher Fabriken ist eine gute Methode, die Landeswirtschaft anzukurbeln. Klicken Sie nun für Flandern auf die Schaltfläche 'Fabrik bauen'.;;La manera en que se construyen las fábricas en tu país depende de su política económica. Bajo el 'Laissez Faire', por ejemplo, son los capitalistas los que las construyen todas. Sin embargo, en el actual sistema belga, tanto el gobierno como los capitalistas pueden hacerlo. Construir fábricas es un buen modo de desarrollar la economía de un país. Adelante, haz clic en el botón 'Construir fábrica' en Vlaandern.;;;;;;;;;x
webster_ashburton_treaty_title;Tratado Webster-Ashburton;Traité de Webster-Ashburton;Webster-Ashburton-Vertrag;;Tratado de Webster-Ashburton;;;;;;;;;x
webster_ashburton_treaty_desc;Após os acontecimentos da (não declarada) Guerra de Aroostook, O Tratado Webster-Ashburton de 1842, entre o Reino Unido e os Estados Unidos da América, é um tratado que resolveu vários problemas de limites entre o estado do Maine e a região de Nova Brunswick. Foi regulamentado o uso compartilhado dos Grandes Lagos, e reafirmou a fronteira paralelo 49 e pediu um compromisso mútuo para acabar com o comércio de escravos no Atlântico.;Suivant les événements de guerre (non déclarée) d’Aroostook, le traité Webster-Ashburton de 1842, signé entre le Royaume-Uni et les États Unis, délimite avec précision la frontière entre le Maine et le Nouveau Brunswick, régit l'utilisation commune des grands lacs, réaffirme la frontière constituée par le 49e parallèle et lance un appel mutuel pour mettre fin au trafic d’esclave en Atlantique.;Der Webster-Ashburton-Vertrag von 1842 folgte auf die Ereignisse des (illegalen) Aroostook-Krieges zwischen dem Vereinigten Königreich und den Vereinigten Staaten. Im Vertrag wurden die Grenzen zwischen Maine und New Brunswick endgültig festgelegt, die gemeinsame Nutzung der Great Lakes reglementiert, der Nordwestwinkel erneut bestätigt und ein gegenseitiger Einsatz zur Beendigung des atlantischen Sklavenhandels beschlossen.;;Tras los sucesos de la (no declarada) Guerra de Aroostook, el tratado Webster-Ashburton de 1842, suscrito por el Reino Unido y los Estados Unidos de América delimitó de manera definitiva la frontera entre Maine y Nuevo Brunswick, reguló el uso compartido de los Grandes Lagos, confirmó la frontera del paralelo 49 y expresó el deseo mutuo de alcanzar un compromiso con el fin de terminar con el comercio de esclavos en el Atlántico.;;;;;;;;;x
SPA_2209;Cuba;Cuba;Kuba;;Cuba;;;;;;;;;x
ENG_203;Ilhas caribenhas;Îles caraïbes;Karibische Inseln;;Islas del Caribe;;;;;;;;;x
PV_CLERGY_LIT_PROVIDES;Províncias de clérigo: $VAL$;Province de clergé : $VAL$;Klerusprovinzen: $VAL$;;Provincias del clero: $VAL$;;;;;;;;;x
PV_CLERGY_LIT_NUM;$NUM$ de seus habitantes pertencem ao clérigo (valor ideal: $OPT$): $VAL$;$NUM$ de votre population appartient au clergé ($OPT$ optimal) : $VAL$;$NUM$ unserer Bevölkerung gehören zum Klerus (optimal $OPT$): $VAL$;;$NUM$ de tus habitantes pertenecen al clero (valor óptimo: $OPT$): $VAL$;;;;;;;;;x
PV_CLERGY_SETTING;Gastos educacionais em $SETTING$: $VAL$;Dépenses d’éducation à $SETTING$ : $VAL$;Bildungsausgaben bei $SETTING$: $VAL$;;Gasto educativo en $SETTING$: $VAL$;;;;;;;;;x
PV_CLERGY_TECH;Da tecnologia: $VAL$;De la technologie : $VAL$;Von Technologie: $VAL$;;De la tecnología: $VAL$;;;;;;;;;x
EVTNAME13357;A doutrina de preempção;La doctrine de préemption;The Doctrine of Lapse;;La doctrina del lapso;;;;;;;;;x
EVTDESC13357;"A doutrina de preempção" Foi uma política britânica sobre as nações súbditas da Índia, os principados, afirma que tais estados poderiam ser imediatamente anexados pela Companhia Britânica das Índias Orientais, no caso de o seu soberano morrer sem herdeiros diretos ou demonstrasse ser 'manifestamente incompetente'. A doutrina foi usada historicamente para anexar os estados de Satara, Sambalpur, Nagpur, Jhansi e Awadh. Devido ao estado atual do nosso país, os funcionários da Companhia das Índias Orientais declarou hoje nossos direitos principados nulos e sem efeitos.;« La doctrine de préemption » est le nom donné à la politique britannique à l’égard des états indiens sous sa domination. Ces états pouvaient être immédiatement annexés par la Compagnie des Indes Orientales en cas de décès du monarque ou si celui-ci était jugé « manifestement incompétent ». Cette doctrine fut utilisée historiquement pour annexer les États de Satara, Sambalpur, Nagpur, Jhansi et Awadh. Étant donné l'état actuel de notre pays, les responsables de la Compagnie des Indes Orientales ont ce jour déclarés nuls et non avenus nos droits princiers.;The Doctrine of Lapse' war eine politische Verfügung Englands bezüglich der indischen Untertanstaaten, den Prinzenstaaten. Sie besagte, dass jede dieser Nationen sofort von der British East India Company annektiert werden konnte, wenn der Herrscher ohne direkten Nachfolger starb, oder wenn er als 'offenkundig inkompetent' befunden wurde. Historisch wurde die Doktrin zur Annektierung der Staaten Satara, Sambalpur, Nagpur, Jhansi und Awadh eingesetzt. Aufgrund des aktuellen Status unseres Landes haben Offizielle der East India Company unsere Fürstenrechte heute für null und nichtig erklärt.;;La 'doctrina del lapso' fue una política británica relativa a las naciones sometidas de la India, los Principados, que afirmaba que tales estados podían ser anexionados inmediatamente por la Compañía Británica de las Indias Orientales en caso de que su soberano muriera sin herederos directos o demostrase ser 'manifiestamente incompetente'. La doctrina se utilizó históricamente para anexionar los principados de Satara, Sambalpur, Nagpur, Jhansi y Awadh. Debido a la situación de nuestro país, los agentes de la Compañía de las Indias Orientales han declarado hoy anulados nuestros derechos principescos.;;;;;;;;;x
EVTOPTA13357;Nãããooo!;Nooon !;Neiiin!;;¡Noooo!;;;;;;;;;x
EVTNAME13358;A doutrina de preempção;La doctrine de préemption;The Doctrine of Lapse;;La doctrina del lapso;;;;;;;;;x
EVTDESC13358;"A doutrina de preempção" Foi uma política britânica sobre as nações súbditas da Índia, os principados, afirma que tais estados poderiam ser imediatamente anexados pela Companhia Britânica das Índias Orientais, no caso de o seu soberano morrer sem herdeiros diretos ou demonstrasse ser 'manifestamente incompetente'. A doutrina foi usada historicamente para anexar os estados de Satara, Sambalpur, Nagpur, Jhansi e Awadh. Sendo a última a anexação que que acendeu o Revolta dos Sipais de 1857. A doutrina foi repudiada com o estabelecimento do Raj britânico em 1858. Devido ao estado trágico dos assuntos que impregna o governo de $FROMCOUNTRY$, a Companhia das Índias Orientais declarou hoje a anulação da independência deste país.;« La doctrine de préemption » est le nom donné à la politique britannique à l’égard des états indiens sous sa domination. Ces états pouvaient être immédiatement annexés par la Compagnie des Indes Orientales en cas de décès du monarque si celui-ci était jugé « manifestement incompétent ». Cette doctrine fut utilisée historiquement pour annexer les états de Satara, Sambalpur, Nagpur, Jhansi et Awadh. L’annexion de ce dernier déclencha la révolte Sepoy de 1857. La doctrine fut abandonnée en 1858 avec l’avènement du Raj britannique. Étant donné l'état pitoyable des affaires du gouvernement en $FROMCOUNTRY$, la Compagnie des indes orientales a ce jour déclaré l’indépendance du pays nulle et non avenue.;The Doctrine of Lapse' war eine politische Verfügung Englands bezüglich der indischen Untertanstaaten, den Fürstenstaaten. Sie besagte, dass jede dieser Nationen sofort von der British East India Company annektiert werden konnte, wenn der Herrscher ohne direkten Nachfolger starb, oder wenn er als 'offenkundig inkompetent' befunden wurde. Historisch wurde die Doktrin zur Annektierung der Staaten Satara, Sambalpur, Nagpur, Jhansi und Awadh eingesetzt, wobei letztere den Sepoy-Aufstand von 1857 entfachte. Die Doktrin wurde 1858 durch die Etablierung des British Raj aufgehoben. Aufgrund der tragischen Lage der Regierung von $FROMCOUNTRY$ hat die East India Company die Unabhängigkeit dieses Landes für null und nichtig erklärt.;;La 'doctrina del lapso' fue una política británica relativa a las naciones sometidas de la India, los Principados, que afirmaba que tales estados podían ser anexionados inmediatamente por la Compañía Británica de las Indias Orientales en caso de que su soberano muriera sin herederos directos o demostrase ser 'manifiestamente incompetente'. La doctrina se utilizó históricamente para anexionar los principados de Satara, Sambalpur, Nagpur, Jhansi y Awadh. Este último caso fue una de las chispas que inflamó la Revuelta de los Cipayos de 1857. La doctrina quedó repudiada con el establecimiento del Raj británico en 1858. Debido al trágico estado de las cosas en el gobierno de $FROMCOUNTRY$, la Compañía de las Indias Orientales ha declarado hoy anulada la independencia de este país.;;;;;;;;;x
EVTOPTA13358;Excelente!;Excellent !;Hervorragend!;;¡Excelente!;;;;;;;;;x
EVTOPTB13358;Bah, mais território inútil.;Bof, encore des territoires inutiles.;Pah, noch mehr nutzloses Territorium.;;Bah, más territorio inútil.;;;;;;;;;x
RUS_absolute_monarchy;O Império Russo;L’Empire russe;Russisches Zarenreich;;El Imperio Ruso;;;;;;;;;x
RUS_prussian_constitutionalism;O Império Russo;L’Empire russe;Russisches Zarenreich;;El Imperio Ruso;;;;;;;;;x
ENG_absolute_monarchy;O Império Britânico;L’Empire britannique;Britisches Königreich;;El Imperio Británico;;;;;;;;;x
ENG_prussian_constitutionalism;O Império Britânico;L’Empire britannique;Britisches Königreich;;El Imperio Británico;;;;;;;;;x
GER_absolute_monarchy;O Império Alemão;L’Empire allemand;Deutsches Kaiserreich;;El Imperio Alemán;;;;;;;;;x
GER_prussian_constitutionalism;O Império Alemão;L’Empire allemand;Deutsches Kaiserreich;;El Imperio Alemán;;;;;;;;;x
the_vega_expedition_title;A Expedição Vega;L’expédition Vega;Die Vega-Expedition;;La expedición Vega;;;;;;;;;x
the_vega_expedition_desc;Em 1878-80, Adolf Erik Nordenskiöld, com suporte financeiro do Rei Oscar II, se tornou a primeira pessoa a circum-navegar o território que um dia foi a Eurásia. Embora a existência da passagem do nordeste tinha sido confirmada, mais ou menos, a meio do século, Nordenskiöld foi o primeiro a realmente navegar a passagem, ele voltou para Estocolmo em 1880, e quando chegou foi muito comemorado.;En 1878-80 Adolf Erik Nordenskiöld, avec le soutien financier du roi Oscar II, est devenu le premier navigateur à faire le tour de l’ensemble continental euro-asiatique lors de son expédition Vega. L’existence du passage du nord-est était confirmée depuis la moitié du XIXe siècle, mais Nordenskiöld fut le premier à l’emprunter. Son retour à Stockholm en 1880 fut largement fêté.;Adolf Erik Nordenskiöld umschiffte mit finanzieller Unterstützung von König Oskar II. mit seiner Vega-Expedition von 1878-80 als erster Mensch die gesamte eurasische Landmasse. Obwohl die Existenz der Nordostpassage schon seit Mitte des Jahrhunderts bestätigt war, befuhr sie Nordenskiöld als erster. Seine Rückkehr nach  Stockholm im Jahr 1880 wurde ausgiebig gefeiert.;;Entre 1878 y 1880, Adolf Erik Nordenskiöld, con el apoyo financiero del rey Oscar II, se convirtió en la primera persona que circunnavegaba la totalidad de Eurasia, con su expedición Vega. Aunque la existencia del paso del Noreste estaba confirmada desde al menos mediados de siglo, Nordenskiöld fue el primero que logró cruzarlo y su regreso a Estocolmo en 1880 fue muy celebrado.;;;;;;;;;x
ENG_2068;Zambezi;Zambèze;Sambesi;;Zambezi;;;;;;;;;x
rhodesia_charter_title;Companhia Britânica da África do Sul;British South Africa Company;British South Africa Company;;Compañía Sudafricana Británica;;;;;;;;;x
rhodesia_charter_desc;A BSAC, fundado pelo mineiro magnata Cecil Rhodes, recebeu em 15 de Outubro de 1889 aprovação e privilégios majestáticos da coroa britânica. Tendo constituído a CBAS à imagem da Companhia Britânica das Índias Orientais, e foi criada para promover a maior exploração do Centro-sul da África. A área anteriormente conhecida como Zambezi, depois do rio de mesmo nome, mais tarde durante a era colonial tornou conhecido como "Rodésia", em homenagem ao homem tinha aberto a região para os interesses britânicos.;La BSAC fut fondée par le magnat de la mine Cecil Rhodes, lorsqu’il reçu sa charte royale en 1889. La compagnie fut construite sur le modèle de la Compagnie des indes orientales et fut mise en place pour promouvoir l’exploitation de l’Afrique centrale et du sud. La région précédemment connue sous le nom de Zambèze, d’après le fleuve du même nom, sera rebaptisée « Rhodésie » lors de la période coloniale, en l’honneur de l’homme qui ouvrit la région aux intérêts britanniques.;Die BSAC wurde vom Bergbau-Magnaten Cecil Rhodes gegründet, und erhielt im Jahr 1889 ihre königliche Satzung. Die Firma war nach dem Vorbild der British East India Company entworfen worden und sollte die weitere Ausbeutung von Süd-Zentralafrika fördern. Diese Region, die vormals Sambesi hieß, wie der gleichnamige Fluss, wurde während der Kolonialzeit zu Ehren des Mannes, der das Gebiet für die britischen Interessen geöffnet hatte, 'Rhodesia' genannt.;;La CSDB, creada por el magnate minero Cecil Rhodes, recibió su carta fundacional de manos de la Corona en 1889. La compañía, creada según el modelo de la Compañía Británica de las Indias Orientales, tenía como objetivo el fomento de la explotación del África central y meridional. El área, conocida hasta entonces como Zambezi por el río del mismo nombre, pasaría a llamarse 'Rhodesia' en honor al hombre que la había abierto a los intereses británicos.;;;;;;;;;x
TUR_proletarian_dictatorship;Turquia;Turquie;Türkei;;Turquía;;;;;;;;;x
GER_2530;Nova Guiné do Norte;Nouvelle Guinée du nord;Nördliches Neuguinea;;Nueva Guinea Septentrional;;;;;;;;;x
AST_2528;Nova Guiné do Sul;Nouvelle guinée du sud;Südliches Neuguinea;;Nueva Guinea Meridional;;;;;;;;;x
kaiser_wilhelms_land_title;Terra do Kaiser Wilhelm;Kaiser-Wilhelms-Land;Kaiser-Wilhelms-Land;;Tierra del Kaiser Guillermo;;;;;;;;;x
kaiser_wilhelms_land_desc;Nomeado depois do imperador alemão, 'Terra do Kaiser Wilhelm' foi o nome dado pelos alemães para o nordeste da ilha de Nova Guiné, que, juntamente com o arquipélago Bismarck e outros bens do Pacífico foram a colonia alemã de Nova Guiné. O território foi ocupado por tropas australianas durante a Primeira Guerra Mundial, e veio sob a administração da Liga das Nações até 1975.;Formé sur le nom de l’empereur d’Allemagne, le « Kaiser-Wilhelms-Land » est le nom allemand de la partie nord-est de la Nouvelle Guinée, qui constitue avec l’archipel Bismarck et d’autres possessions dans le Pacifique, les colonies allemandes de Neuguinea. Ce territoire fut occupé par l’Australie au cours de la Première guerre mondiale, et resta sous mandat de la Ligue des Nations jusqu’en 1975.;Kaiser-Wilhelms-Land' war der deutsche Name für den nach dem deutschen Kaiser benannten, nordöstlichen Teil der Insel Neuguinea, die, zusammen mit dem Bismarck-Archipel und anderen Besitztümern im Pazifik die deutsche Kolonie Neuguinea bildete. Das Territorium wurde während des ersten Weltkriegs von australischen Truppen besetzt und stand bis 1975 unter dem Mandat der Vereinten Nationen.;;Llamada así por el emperador alemán, 'Tierra del Kaiser Guillermo' fue el nombre que dieron los alemanes a la región nororiental de la isla de Nueva Guinea, que, junto con el archipiélago Bismarck y otras posesiones del Pacífico constituían la colonia alemana de Neuguinea. El territorio, ocupado por tropas australianas durante la I Guerra Mundial, quedó bajo la administración de la Liga de las Naciones hasta 1975.;;;;;;;;;x
megali_idea_title;Megali Idea;La grande idée;Megali-Idee;;Megali Idea;;;;;;;;;x
megali_idea_desc;A 'Megali Idea' (Grande ideia em grego moderno), era uma concepção irredentista de um estado grego grande, que abrange todos os gregos étnicos, incluindo em especial as minorias gregas substanciais que vivem na costa ocidental da Ásia Menor. Este conceito, onipresente nas relações entre o decadente Império Otomano ea Grécia ao longo do século XIX, estava prestes a se cristalizar no Tratado de Sèvres, assinado no final da Segunda Guerra Mundial. No entanto, grandes áreas concedidas à Grécia neste tratado foram perdidos principalmente nas costas da guerra greco-turca de 1919. Quanto maior, melhor!;L’idée « Megali », la grande idée, est une conception irrédentiste d’une Grande Nation grecque qui rassemblerait tous les peuples d’ethnie grecque, en particulier la substantielle minorité vivant sur la côte occidentale de l’Asie mineure. Cette idée motiva la plupart des interactions de la Grèce ave l'Empire ottoman agonisant au cours du XIXe siècle et l'objectif de création d'une Grande Grèce fut bien près d'être atteint lors de la signature du Traité de Sèvre, à la fin de la Première guerre mondiale. Les vastes portions de territoire que le Traité de Sèvre accorda à la Grèce, furent largement perdues dans la guerre gréco-turque qui suivit entre 1919-1921. Big is beautiful !;"Die 'Megail-Idee"", die Große Idee, war eine irredentistische Vorstellung von einem Großgriechischen Staat, der alle Griechischstämmigen umfassen sollte, besonders die großen griechischen Minderheiten, die an der Westküste Kleinasiens lebten. Dieses Konzept war eine treibende Kraft hinter den griechischen Interaktionen mit dem im Niedergang befindlichen osmanischen Staat während des 19. Jahrhunderts, und im Vertrag von Sèvres, der am Ende des ersten Weltkriegs unterzeichnet wurde, kam man den Zielen der Großen Idee schon sehr nahe. Die weitläufigen Gebiete, die durch den Vertrag von Sèvres erlangt wurden, gingen im griechisch-türkischen Krieg von 1919-21 aber größtenteils wieder verloren.";;La 'Megali Idea', la 'gran idea' fue el concepto irreductible de un gran estado que englobase a toda la nación griega, incluídas especialmente las importantes minorías que vivían en la costa occidental de Asia Menor. Este concepto, omnipresente en las relaciones entre el decadente Imperio Otomano y Grecia a lo largo del siglo XIX, estuvo a punto de cristalizar en el tratado de Sèvres, firmado al final de la Primera Guerra Mundial. Sin embargo, los grandes territorios otorgados a Grecia en este tratado se perdieron en su mayor parte en la posterior guerra Greco-Turca de 1919-21. ¡Cuanto más grande mejor!;;;;;;;;;x
DIFFICULTY_LABEL;Dificuldade;Difficulté;Schwierigkeit;;Dificultad;;;;;;;;;x
expand_motala_verkstad_title;Motala Verkstad;Motala Verkstad;Motala Verkstad;;Motala Verkstad;;;;;;;;;x
